subject activity tBodyAcc-mean()-X tBodyAcc-mean()-Y tBodyAcc-mean()-Z tBodyAcc-std()-X tBodyAcc-std()-Y tBodyAcc-std()-Z tGravityAcc-mean()-X tGravityAcc-mean()-Y tGravityAcc-mean()-Z tGravityAcc-std()-X tGravityAcc-std()-Y tGravityAcc-std()-Z tBodyAccJerk-mean()-X tBodyAccJerk-mean()-Y tBodyAccJerk-mean()-Z tBodyAccJerk-std()-X tBodyAccJerk-std()-Y tBodyAccJerk-std()-Z tBodyGyro-mean()-X tBodyGyro-mean()-Y tBodyGyro-mean()-Z tBodyGyro-std()-X tBodyGyro-std()-Y tBodyGyro-std()-Z tBodyGyroJerk-mean()-X tBodyGyroJerk-mean()-Y tBodyGyroJerk-mean()-Z tBodyGyroJerk-std()-X tBodyGyroJerk-std()-Y tBodyGyroJerk-std()-Z tBodyAccMag-mean() tBodyAccMag-std() tGravityAccMag-mean() tGravityAccMag-std() tBodyAccJerkMag-mean() tBodyAccJerkMag-std() tBodyGyroMag-mean() tBodyGyroMag-std() tBodyGyroJerkMag-mean() tBodyGyroJerkMag-std() fBodyAcc-mean()-X fBodyAcc-mean()-Y fBodyAcc-mean()-Z fBodyAcc-std()-X fBodyAcc-std()-Y fBodyAcc-std()-Z fBodyAcc-meanFreq()-X fBodyAcc-meanFreq()-Y fBodyAcc-meanFreq()-Z fBodyAccJerk-mean()-X fBodyAccJerk-mean()-Y fBodyAccJerk-mean()-Z fBodyAccJerk-std()-X fBodyAccJerk-std()-Y fBodyAccJerk-std()-Z fBodyAccJerk-meanFreq()-X fBodyAccJerk-meanFreq()-Y fBodyAccJerk-meanFreq()-Z fBodyGyro-mean()-X fBodyGyro-mean()-Y fBodyGyro-mean()-Z fBodyGyro-std()-X fBodyGyro-std()-Y fBodyGyro-std()-Z fBodyGyro-meanFreq()-X fBodyGyro-meanFreq()-Y fBodyGyro-meanFreq()-Z fBodyAccMag-mean() fBodyAccMag-std() fBodyAccMag-meanFreq() fBodyBodyAccJerkMag-mean() fBodyBodyAccJerkMag-std() fBodyBodyAccJerkMag-meanFreq() fBodyBodyGyroMag-mean() fBodyBodyGyroMag-std() fBodyBodyGyroMag-meanFreq() fBodyBodyGyroJerkMag-mean() fBodyBodyGyroJerkMag-std() fBodyBodyGyroJerkMag-meanFreq()
1 LAYING 0.27655526 -0.01786855 -0.10762126 -0.9941946 -0.99637166 -0.99561514 -0.99490115 -0.99635992 -0.99662796 -0.94016395 -0.57382687 -0.82017394 0.84423691 0.69242714 0.84273468 -0.99754678 -0.99995847 -0.99998263 -0.99993511 -0.99512477 -0.99615625 -0.99680981 -0.61639425 -0.78410799 -0.61369306 0.10942562 -0.049453623 -0.18783283 0.3886186 0.45036478 -0.11638396 0.21295382 0.33162654 0.50331637 -0.19078605 0.15911675 0.24224213 -0.19946053 0.025079885 -0.23330795 -0.20876483 0.77171208 0.58994727 -0.98879281 -0.99756896 -0.99600941 -0.98939673 -0.99792362 -0.99682966 -0.2721186 0.72518563 0.57673721 -0.16510276 0.78665169 0.58983598 0.45006432 -0.93504242 0.20332807 -0.32474075 -0.99186147 -0.99875288 -0.99915912 -0.787674 -0.96682426 -0.69317526 -0.67022545 0.67030484 -0.67012313 0.66984828 -0.038813065 -0.031135897 0.038848688 -0.018950769 -0.57966858 0.59665293 -0.6133297 0.62685423 0.91064228 -0.91482715
1 LAYING 0.27957476 -0.017275722 -0.10948053 -0.99613535 -0.99581156 -0.99868915 -0.99639333 -0.99547449 -0.99900593 -0.94077317 -0.57593716 -0.82598577 0.85063612 0.6924894 0.84496832 -0.99867572 -0.99997561 -0.99998057 -0.99998622 -0.99600159 -0.99519155 -0.99670563 -0.60451257 -0.77437048 -0.69879275 0.19240756 -0.050628914 -0.031237388 0.40126057 0.42647844 -0.19576713 0.12138507 0.13866919 0.69789096 -0.35709965 0.326161 -0.038759271 -0.38771752 0.19671526 -0.42817909 -0.20956406 0.77109662 0.59010467 -0.99593411 -0.99846505 -0.99877914 -0.9956783 -0.99845471 -0.9988421 -0.27787264 0.72357116 0.57673721 -0.16510276 0.78619681 0.59186563 0.44727667 -0.93543728 0.2014531 -0.32437767 -0.99516058 -0.99832246 -0.99898631 -1 -1 -0.71435013 -0.48981882 0.50388785 -0.51781959 0.53173504 -0.22134889 0.19499584 -0.22045403 0.26721462 -0.14075988 0.19727246 -0.25382969 0.30804691 -0.97220071 -0.69565188
1 LAYING 0.27652699 -0.0168191 -0.10798311 -0.99677544 -0.99725636 -0.99542164 -0.99716687 -0.99710766 -0.99573929 -0.94267266 -0.57593716 -0.81921913 0.84761806 0.69485529 0.84496832 -0.99874124 -0.99998122 -0.99998788 -0.99993207 -0.99696253 -0.99660343 -0.99429567 -0.71489166 -0.77437048 -0.63804963 0.28651825 -0.13515328 0.057308621 0.39275565 0.52148674 -0.23988456 0.16253419 0.095447434 0.36139606 -0.10185384 0.01621455 0.015627006 -0.27673377 -0.039538395 -0.27661157 -0.20874807 0.77103706 0.58941397 -0.99946399 -0.99862466 -0.9967349 -0.99952903 -0.99865509 -0.99660648 -0.27787264 0.72351873 0.57656984 -0.16347696 0.78619681 0.59097868 0.44683844 -0.93504006 0.20127172 -0.32597303 -0.99963505 -0.99858592 -0.99632718 -1 -1 -0.96427228 -0.4321042 0.46109629 -0.49014427 0.51933487 -0.14152631 0.094176598 -0.10303751 0.13595528 -0.27101294 0.29555051 -0.31971766 0.34114142 -0.35166469 0.092731035
1 LAYING 0.27812334 -0.017146303 -0.10801374 -0.99492812 -0.99835905 -0.99201143 -0.99558636 -0.99807662 -0.9925905 -0.93897407 -0.57741562 -0.81386332 0.84761806 0.69248521 0.84642265 -0.99729159 -0.99996576 -0.99999322 -0.99986376 -0.9962496 -0.99720865 -0.99189609 -0.61639425 -0.79877241 -0.60767254 0.20448547 -0.031294075 -0.07167908 0.48905225 0.55147838 -0.15722226 0.23856123 0.19433509 0.31901637 -0.069368791 0.074502822 -0.080812714 -0.00056944153 -0.1881217 -0.075398299 -0.20871697 0.77129107 0.58933471 -0.99962828 -0.99920964 -0.99716251 -0.9996943 -0.99926437 -0.99711018 -0.27772943 0.72351892 0.57636895 -0.16308855 0.78638623 0.59097868 0.44737625 -0.93502487 0.20204511 -0.32615618 -0.99977671 -0.99936215 -0.9968569 -1 -1 -1 -0.31455483 0.39091861 -0.46771931 0.54493536 0.3065737 -0.38729701 0.38275484 -0.34117922 -0.20679161 0.22613322 -0.2449629 0.26105499 0.27118998 0.37790452
1 LAYING 0.27800654 -0.01780317 -0.10896485 -0.9944254 -0.99487263 -0.99488582 -0.99493879 -0.99399421 -0.99545035 -0.93897407 -0.57703073 -0.81386332 0.84692177 0.69146754 0.84642265 -0.99663685 -0.99996095 -0.99997454 -0.99992152 -0.99554629 -0.99281604 -0.99510973 -0.61117435 -0.76878471 -0.66306631 0.14516996 0.0041763858 -0.10841023 0.4951948 0.37102521 -0.17083576 0.33513284 -0.085124294 0.59208126 -0.26441331 0.21030042 0.06689227 -0.033535332 -0.2156226 -0.25132829 -0.20863346 0.77135108 0.58963487 -0.99921306 -0.99941854 -0.9987835 -0.99925985 -0.99942256 -0.99874739 -0.27768159 0.72356338 0.57636895 -0.16325144 0.78655448 0.59155497 0.44850184 -0.93498404 0.20222787 -0.32546335 -0.99932527 -0.99939533 -0.99859645 -1 -1 -1 -0.38075541 0.42820276 -0.4758431 0.52372005 0.18113906 -0.2619089 0.26680972 -0.23882878 -0.13900455 0.16335716 -0.18732551 0.20876443 0.29181903 -0.55511751
1 LAYING 0.2802064 -0.01839626 -0.10748863 -0.99647493 -0.99406876 -0.99186131 -0.99729491 -0.99433838 -0.9934396 -0.93945264 -0.5742855 -0.80780551 0.84692177 0.68809863 0.84568916 -0.99710198 -0.99997774 -0.9999677 -0.99985966 -0.99793501 -0.99377888 -0.99341398 -0.62289996 -0.77748596 -0.58935173 0.18922975 -0.055480743 0.024945515 0.27196509 0.33113681 -0.18355581 0.30687382 -0.071205754 0.47856405 -0.27090506 0.14805915 0.11602849 -0.18833302 -0.13807081 -0.28327469 -0.20856027 0.7707487 0.59001704 -0.99834188 -0.9963227 -0.99651469 -0.99842956 -0.99625293 -0.99659231 -0.27682849 0.72356338 0.57733759 -0.16325144 0.78504206 0.59170357 0.44802796 -0.93494815 0.2003948 -0.32457967 -0.99857218 -0.99625493 -0.9964083 -1 -1 -0.71907717 -0.36691322 0.38887747 -0.41110633 0.4337013 -0.061545553 0.0043893872 -0.0088032866 0.040083347 -0.35004396 0.37947132 -0.40823424 0.43378255 -0.48241492 0.41433367
1 LAYING 0.28182774 -0.018626474 -0.10527824 -0.99628711 -0.99219394 -0.99020448 -0.99725464 -0.99292709 -0.99099603 -0.93844914 -0.57364597 -0.80780551 0.84559568 0.68809863 0.84568916 -0.995754 -0.999974 -0.99995447 -0.99981006 -0.99761679 -0.99355925 -0.98972369 -0.56784694 -0.78192551 -0.51933427 0.15016988 -0.024122557 -0.051364175 0.31201233 0.40011685 -0.17555234 0.2001659 0.14178449 0.31648239 -0.14937095 0.10150701 -0.027560246 -0.33115301 -0.067777188 -0.096512059 -0.20760682 0.76992271 0.5904504 -0.99573115 -0.99797044 -0.99812413 -0.99557218 -0.99822398 -0.99806349 -0.27547292 0.72298922 0.57733759 -0.16324532 0.78503566 0.59236945 0.44877625 -0.93448046 0.19788152 -0.32357803 -0.99532332 -0.99877935 -0.99785269 -1 -1 -0.706328 -0.4052093 0.4391405 -0.47366337 0.50886561 0.18428729 -0.27226019 0.28391531 -0.2617757 -0.37163997 0.389767 -0.40722922 0.42152481 -0.6471713 0.051824751
1 LAYING 0.27672941 -0.017209548 -0.10563797 -0.99478811 -0.99103132 -0.99318722 -0.99588986 -0.99062488 -0.99279474 -0.93345851 -0.57364597 -0.81833355 0.84559568 0.69064738 0.84568719 -0.99533849 -0.99996436 -0.99995028 -0.99987808 -0.9967996 -0.99112941 -0.98858621 -0.62435726 -0.67236287 -0.54992248 0.19220197 -0.012556749 -0.11773573 0.54815043 0.37596403 -0.12476879 0.15217165 0.15097265 0.52820413 -0.26275049 0.16787134 -0.033997627 -0.36586373 0.024140657 -0.20623014 -0.20636268 0.7692959 0.59130586 -0.9981733 -0.997281 -0.99339642 -0.99817691 -0.99721976 -0.99319608 -0.27528116 0.72195521 0.57924446 -0.16163737 0.78402049 0.59239306 0.45175234 -0.93386935 0.19597683 -0.32159574 -0.99814149 -0.99694975 -0.99274706 -1 -0.73081052 -0.7759587 -0.39302869 0.44573729 -0.49923111 0.55355975 0.28657269 -0.39519322 0.42245942 -0.41352851 -0.25336169 0.26446831 -0.27523388 0.28341775 -0.4744113 0.6293291
1 LAYING 0.27588359 -0.016150309 -0.10882921 -0.99551063 -0.99554804 -0.9940008 -0.99615034 -0.99534413 -0.99387899 -0.93345851 -0.57459909 -0.81833355 0.84662161 0.69403351 0.84568719 -0.9971119 -0.99997054 -0.9999774 -0.99990458 -0.99625439 -0.99439627 -0.99333567 -0.64998448 -0.67668474 -0.61901536 0.2877501 -0.064772433 -0.063304191 0.58899182 0.29471364 -0.086543251 0.12866502 0.048109777 0.52986936 -0.23979013 0.17708559 0.014426359 -0.27195948 0.026906096 -0.26066414 -0.20649916 0.7691518 0.59214322 -0.99768896 -0.99731442 -0.9965967 -0.9975811 -0.99729412 -0.99654999 -0.27528116 0.72215517 0.57924446 -0.16166286 0.78402049 0.59331901 0.45333607 -0.93393651 0.1955391 -0.31965605 -0.99737006 -0.99724162 -0.99630278 -1 -0.71473874 -1 -0.28753741 0.35036394 -0.41426665 0.47926937 0.032344474 -0.12098446 0.14377715 -0.1368231 -0.28142794 0.30481659 -0.32821612 0.34925033 -0.69568082 0.3107426
1 LAYING 0.27783021 -0.017684054 -0.1057035 -0.99614315 -0.99596875 -0.9948886 -0.99637502 -0.99564634 -0.99397374 -0.93988139 -0.575722 -0.82243229 0.85024823 0.69403351 0.84748043 -0.99736734 -0.99997646 -0.99998092 -0.99991221 -0.99591133 -0.99606944 -0.99137476 -0.62797094 -0.78614445 -0.55337733 0.39256792 -0.18594077 0.21798428 0.36497568 0.25151056 -0.083041791 0.10385395 0.17916026 0.47485137 -0.17129855 0.11985207 0.0037223769 -0.20704416 0.14876096 -0.2474798 -0.20702615 0.76962832 0.59219232 -0.99886802 -0.99778162 -0.99646996 -0.99889186 -0.99784323 -0.99652043 -0.27572579 0.7221935 0.57982023 -0.16166323 0.78418985 0.5938509 0.45374794 -0.93419608 0.19698672 -0.3195421 -0.99889336 -0.99796982 -0.99652568 -1 -0.81601704 -1 -0.20367747 0.26572422 -0.32893297 0.39332288 -0.29244596 0.25473728 -0.26385359 0.29319597 -0.17189474 0.20094892 -0.23023164 0.25751525 -0.92878609 0.87369369
1 LAYING 0.27937115 -0.017644953 -0.10818111 -0.99523683 -0.99581009 -0.99443045 -0.99551468 -0.99533814 -0.99371997 -0.93922131 -0.5765528 -0.8246384 0.84982864 0.69480408 0.84827034 -0.99676708 -0.99996802 -0.99998013 -0.99991338 -0.99560128 -0.99528108 -0.99165295 -0.57725785 -0.77437048 -0.6137056 0.37062661 -0.15387734 0.15693452 0.28592694 0.31603813 -0.15954431 0.22918356 0.10842151 0.40634687 -0.11682159 0.13442842 -0.15099856 -0.27441241 -0.048235241 -0.1772815 -0.20699211 0.76946735 0.59291655 -0.999274 -0.99791058 -0.99503772 -0.99932492 -0.99781397 -0.99509395 -0.27609877 0.7221935 0.58018749 -0.16166323 0.78468248 0.59385436 0.45531146 -0.93417939 0.19649751 -0.31786015 -0.99947007 -0.99766362 -0.99501293 -1 -0.71433603 -1 -0.21459646 0.25862799 -0.30242409 0.34600672 -0.17906128 0.13842604 -0.15188958 0.18833003 -0.023755959 0.034896525 -0.045917474 0.054975457 -0.70337247 0.81930064
1 LAYING 0.019016151 -0.0070373566 -0.028333356 -0.66129361 -0.71335257 -0.70115517 -0.69394813 -0.70655751 -0.75542184 -0.89128356 -0.37385204 -0.45127867 0.25127149 0.62851296 0.82389085 -0.71635358 -0.92811517 -0.98313458 -0.94749548 -0.75922954 -0.78028649 -0.90766729 0.030495821 -0.16670018 0.095980681 -0.036349402 -0.1178413 0.060712407 0.027187625 0.26871442 -0.15505311 0.2079742 -0.39586781 0.1301751 -0.19955466 0.1824384 -0.156098 -0.86499754 -0.89843209 0.69172976 0.044743889 0.75845367 0.50493607 -0.31213364 -0.77139191 -0.62099753 -0.34635354 -0.79902122 -0.65300776 0.36664438 0.74614387 0.53123587 -0.034266092 0.64514204 0.34610209 0.67438565 -0.73088343 0.16687362 -0.50055744 -0.49121186 -0.87676515 -0.78068749 0.60268009 0.29140004 0.25608289 -0.96325118 0.96276768 -0.96188107 0.96078764 -0.78707117 0.76528579 -0.75692061 0.75481311 -0.92272154 0.92252504 -0.92179688 0.91723017 -0.96295314 -0.99369442
1 LAYING 0.3402085 -0.036452984 -0.10625819 -0.95859648 -0.90805582 -0.98466948 -0.95685496 -0.89849385 -0.98713876 -0.89128356 -0.55687886 -0.79702351 0.84056645 0.64503959 0.83286288 -0.94301151 -0.99818023 -0.99737138 -0.99967634 -0.9516002 -0.90777048 -0.98849756 0.24129231 -0.51040234 -0.49708112 -0.18569264 0.17412146 -0.27958346 0.13265404 0.018214905 -0.053571005 0.096326304 -0.060786251 0.49367641 -0.14423409 0.083169348 -0.030463858 -0.83598551 0.029594521 -0.041688365 -0.047727828 0.76866913 0.54098815 -0.90640588 -0.91499999 -0.98786371 -0.90302881 -0.91242159 -0.98781564 -0.091058425 0.74614387 0.53123587 -0.034266092 0.76798308 0.54146828 0.62064308 -0.83216934 0.19457285 -0.43315051 -0.89046544 -0.90799677 -0.98845579 0.028827446 -0.077125159 -0.73958335 -0.95099456 0.95950622 -0.9677794 0.97599331 -0.92422416 0.92013257 -0.92103117 0.92407441 -0.75423371 0.79527659 -0.83611126 0.87341306 -0.88146847 -0.83671123
1 LAYING -0.16642569 -0.11935251 0.13303497 -0.63313536 -0.18977503 -0.31933629 -0.6238043 -0.19967526 -0.28108829 -0.92520798 -0.24148221 -0.12098467 0.26337402 0.094907246 0.65067851 -0.4673472 -0.8919004 -0.85359674 -0.70331816 -0.65549242 -0.46135566 -0.21413871 -0.56478929 -0.17171626 0.3564189 -0.48122424 0.32489209 -0.20679149 0.12019455 -0.43959511 0.19790926 0.17496654 -0.050118166 -0.40142643 0.34539625 -0.70426063 0.6669891 0.79665129 -0.72107513 -0.46166534 -0.041699844 0.75554154 0.54742535 -0.85563269 -0.96354752 -0.89836031 -0.8844499 -0.97152843 -0.92067981 -0.091058425 0.71852391 0.59372508 -0.11339119 0.74281751 0.54146828 0.61378568 -0.82686368 0.15464938 -0.41898295 -0.94318801 -0.97966857 -0.97205399 0.044570252 -0.26164131 -0.33577817 -0.87709978 0.8791824 -0.88094999 0.88258649 -0.70694805 0.70255585 -0.7180372 0.74146365 -0.87473186 0.8854102 -0.89568239 0.90224357 0.51011115 -0.96785816
1 LAYING -0.23910256 -0.096904391 0.14803461 -0.63732529 -0.12769222 -0.25892403 -0.64364219 -0.13855081 -0.23963371 -0.87814885 -0.24148221 -0.12098467 0.26337402 0.094907246 0.65067851 -0.30104549 -0.8793803 -0.84091233 -0.65418973 -0.6474996 -0.28106071 -0.087491445 -0.29505171 0.045120771 0.57613877 -0.46678313 0.31092248 -0.21102907 0.13750163 -0.45220896 0.21779969 0.14963016 -0.041662706 -0.39248065 0.32613786 -0.68095669 0.66481929 0.83571925 -0.73362882 -0.53259468 -0.18770377 0.70262213 0.63722785 -0.33694561 -0.6855982 -0.39074878 -0.30789331 -0.66781494 -0.36523072 -0.091207307 0.71852391 0.7636324 -0.36104164 0.63328245 0.5426484 0.42927879 -0.90455893 0.0088264581 -0.19458953 -0.21865614 -0.64592704 -0.3195975 0.73789309 0.30552471 0.60988694 -0.89015655 0.89047435 -0.89044929 0.89027057 -0.72388207 0.70661628 -0.70737813 0.71599142 -0.88146721 0.88381332 -0.88566748 0.883775 0.98876634 -0.99755291
1 LAYING 0.34696848 0.069408647 -0.20082552 -0.80390335 -0.74174219 -0.60538234 -0.82688969 -0.74565636 -0.60266917 -0.83056066 -0.33220262 -0.52836897 0.59846385 0.60982627 0.68917794 -0.64040975 -0.97908906 -0.97286706 -0.91411204 -0.89942304 -0.83030064 -0.72572383 0.55465971 0.42107625 -0.3887821 -0.41373663 0.32565464 -0.3073666 0.16542558 -0.5820914 0.49165941 -0.2235715 0.049749659 -0.23477989 0.042110684 -0.21616925 0.39819809 0.78647415 -0.9356094 -0.91446291 -0.35145953 0.65518574 0.73110976 -0.70640252 -0.83510249 -0.70659949 -0.74104847 -0.836319 -0.72875633 -0.23357869 0.67692652 0.7636324 -0.36185847 0.63328245 0.61363528 0.23642641 -0.98216808 -0.12368006 0.044750533 -0.82650763 -0.8378494 -0.77202732 0.51426485 0.33078381 0.5310303 -0.98812158 0.99068891 -0.99289579 0.99493808 -0.89421507 0.88475333 -0.88203608 0.8823944 -0.96632529 0.96645221 -0.96602061 0.96164573 0.7119155 -0.97002881
1 LAYING 0.30383319 0.1036482 -0.24533103 -0.75599409 -0.64257064 -0.6955007 -0.7675366 -0.7099778 -0.73046383 -0.71708111 -0.18286375 -0.56033308 0.57444406 0.50463775 0.63477766 -0.59627409 -0.96924351 -0.9481203 -0.92768059 -0.81183653 -0.83249659 -0.80053524 0.50350254 0.62055374 -0.6325677 -0.27800975 0.38069977 -0.54616928 0.24950147 -0.18229367 0.10271101 0.12186077 -0.1651077 -0.23906319 0.13850186 -0.10179704 0.0011950869 -0.25492708 -0.72395035 0.09494146 -0.33939193 0.6970974 0.70209116 -0.78654516 -0.78429151 -0.68993069 -0.77888865 -0.78295239 -0.68571424 -0.35176655 0.70576907 0.76326619 -0.36185847 0.63874326 0.63683422 0.29590789 -0.98113244 -0.010086281 -0.036409866 -0.75746301 -0.78914677 -0.68655889 0.37914352 0.41411886 0.57510675 -0.75670115 0.75909936 -0.76121314 0.76321478 -0.6713583 0.65527534 -0.66111836 0.67641868 -0.81357639 0.82118672 -0.82845247 0.83219785 0.99127114 -0.99394202
1 LAYING -0.36120533 -0.26812111 0.17689637 -0.59939182 0.53250573 0.0043240256 -0.66410777 0.50226025 0.048471827 -0.71708111 -0.18286375 0.31545297 0.022281712 -0.51352667 0.46493267 0.0098121886 -0.83643755 -0.43533989 -0.42808703 -0.75472288 0.063264414 0.01237324 -0.46569932 0.034280174 0.38972103 -0.25443534 0.23680111 -0.18403795 -0.034750647 0.12473947 -0.25907392 0.19037294 0.28131232 0.22621993 -0.5449354 0.67136444 -0.060380102 0.65804699 -0.51592157 -0.26042397 -0.36048 0.71643717 0.6629796 -0.57217277 -0.72466654 -0.78630016 -0.59893511 -0.77322415 -0.81194425 -0.35176655 0.72043391 0.74844315 -0.55514798 0.57169654 0.62982101 0.24799053 -0.9797757 0.046019968 -0.1433678 -0.70569598 -0.89521074 -0.84825676 0.31694287 0.37734445 0.38985316 -0.54546512 0.54860976 -0.55164421 0.55473779 -0.73872734 0.72911272 -0.73708679 0.75248045 -0.71286733 0.72167024 -0.73013285 0.73524357 0.89506685 -0.72842137
1 LAYING -0.27706634 -0.68409659 0.34665772 -0.59641047 0.024682958 -0.16040449 -0.6318195 -0.068856732 -0.23515959 -0.86629617 -0.24904654 0.31545297 0.022281712 -0.51352667 0.46493267 0.27477038 -0.85544932 0.0043662326 -0.37691695 -0.67833686 -0.32480091 -0.32081876 -0.39308631 -0.95624852 0.91338934 -0.26896001 0.20532138 -0.066560942 -0.12728402 0.1129031 -0.26897443 0.16431872 0.32221991 0.24121783 -0.56418562 0.68079386 -0.068767727 0.23994439 -0.36069728 0.31443086 -0.57349604 0.52510468 0.77976328 -0.24241051 0.069459782 -0.14768193 -0.2195045 0.059886718 -0.1234625 -0.36339946 0.72043391 0.97046306 -0.70993531 0.15331707 0.62982101 0.10805683 -0.96519669 -0.35193478 0.21741493 -0.15559809 0.074616283 -0.044933046 -0.21910371 0.84090842 0.82834451 -0.57795179 0.58105559 -0.58406354 0.58714454 -0.77030917 0.777454 -0.80119481 0.83134402 -0.71306007 0.7185374 -0.723689 0.72552848 0.94547065 -0.96216597
1 LAYING 0.2574765 -0.41386534 0.017374188 -0.91966606 0.075259481 -0.63071563 -0.93798609 0.17679647 -0.61351033 -0.86629617 -0.50734367 -0.43582774 0.66641897 0.015564613 0.82678325 -0.43106889 -0.99636685 -0.49311623 -0.91220248 -0.97069784 0.20449715 -0.62930161 -0.0067055647 -0.57308512 0.18522265 -0.39641496 0.384982 -0.1255339 -0.021215416 -0.24369674 -0.017100666 0.10560887 0.26979493 0.13879591 -0.1697146 0.080900907 -0.091483348 0.3300118 -0.5381249 -0.82546912 -0.74182101 0.16014065 0.94954331 -0.83322417 0.13696674 -0.51782593 -0.85918586 0.15004568 -0.53748645 -0.68315372 0.50525393 0.99232072 -0.71024001 -0.079831528 0.77041697 -0.14717129 -0.93320926 -0.84957496 0.77241744 -0.93515081 0.18136328 -0.62655622 -1 0.52482785 0.49476555 -0.86945211 0.8703528 -0.87092849 0.87136499 -0.97314374 0.97244422 -0.97357308 0.97546566 -0.67667935 0.67293278 -0.66878038 0.6613662 0.751859 -0.926334
1 LAYING 0.27683965 -0.02714766 -0.1231748 -0.97739515 -0.58759988 -0.97067028 -0.97843806 -0.60745905 -0.96788449 -0.92048585 -0.48978536 -0.81546261 0.82678239 0.43482983 0.82678325 -0.87605438 -0.99964877 -0.96598698 -0.9988813 -0.97902185 -0.78503712 -0.96658623 -0.27266036 0.10707749 -0.63699909 0.067963238 -0.018980373 0.14046546 -0.33837592 -0.34495199 0.1849106 -0.19727765 0.4596441 0.10445192 -0.1089153 0.2341724 -0.3718035 -0.74555209 -0.47605784 0.33253621 -0.75672502 -0.05899586 0.9993499 -0.97380343 -0.69035884 -0.95687927 -0.974579 -0.73395513 -0.95560524 -0.8177253 0.090769079 0.99232072 -0.71024001 -0.080349227 0.99103257 -0.3894917 -0.92691522 -0.99015441 0.95305501 -0.97674331 -0.85203683 -0.95180713 -1 -0.55545922 -0.24706379 -0.64093104 0.64100515 -0.64067638 0.64010568 -0.94133069 0.95124593 -0.96588811 0.9820659 -0.93379009 0.94463983 -0.95507867 0.96169889 -0.93818175 -0.36118815
1 LAYING 0.26865095 0.016430154 -0.10372571 -0.98569313 -0.89590544 -0.98819508 -0.98739438 -0.88786675 -0.98850487 -0.92994293 -0.48978536 -0.81312665 0.82678239 0.69347377 0.83982133 -0.95709545 -0.9998209 -0.99551512 -0.9997445 -0.98817875 -0.88204091 -0.98807726 -0.5514208 0.11030984 -0.45989298 0.12992885 0.0038408684 0.13016882 -0.23769754 0.019988252 -0.042841035 0.023039236 0.046529021 0.19099877 -0.14194427 0.41133447 -0.49603098 -0.40577154 -0.063106844 -0.25913766 -0.75607738 -0.068420491 0.99429673 -0.98349779 -0.87756222 -0.98545848 -0.98254282 -0.87564566 -0.98635426 -0.8177253 -0.071104201 0.98391227 -0.70250277 -0.080349227 0.99385755 -0.44783267 -0.92726915 -0.99407607 0.93316945 -0.9796368 -0.87250471 -0.98745024 -1 -1 -0.58453839 -0.18065974 0.17834097 -0.17570203 0.17286321 -0.94963526 0.94753768 -0.94881034 0.95151326 -0.40861848 0.40588809 -0.40279953 0.39695002 -0.97701425 0.11349458
1 LAYING 0.28526329 -0.008888811 -0.10374518 -0.99549458 -0.97982784 -0.99541907 -0.99580191 -0.97867265 -0.99550068 -0.93775406 -0.55991109 -0.81312665 0.84995073 0.69347377 0.84833835 -0.98954416 -0.99995907 -0.99972268 -0.99990149 -0.9955329 -0.97984054 -0.99479481 -0.47755006 -0.32158971 -0.5192258 0.18471273 -0.081654752 -0.0022330096 0.11818704 0.27345041 -0.22666771 0.24823997 -0.24649588 0.22365705 -0.068945039 0.10976763 0.0033595921 0.013951068 -0.15929713 0.078549045 -0.75875146 -0.045998244 0.9957729 -0.994136 -0.97831578 -0.98857181 -0.99416991 -0.98286882 -0.98883099 -0.822801 -0.066390056 0.98073541 -0.70250277 -0.032167846 0.99409287 -0.49963631 -0.92589132 -0.99846457 0.93894281 -0.9941615 -0.99433568 -0.99015949 -1 -1 -0.58786558 -0.48857554 0.48844837 -0.48813201 0.48777782 -0.94025391 0.94102703 -0.94601282 0.95264648 -0.28596384 0.29719639 -0.30842434 0.31735536 0.083187042 0.23548763
1 LAYING 0.28347732 -0.0075244582 -0.10928717 -0.99458009 -0.98676377 -0.99609334 -0.99523716 -0.98606488 -0.99612418 -0.93775406 -0.56140928 -0.8226049 0.84785097 0.69762776 0.84539717 -0.99037443 -0.99995549 -0.9997494 -0.99994309 -0.9955679 -0.98865437 -0.99548886 -0.50049571 -0.35621467 -0.64985492 0.18150739 -0.094858756 0.12791331 -0.025653212 0.17644859 -0.20095301 0.28406643 -0.22130073 0.59022619 -0.21071599 0.30135788 0.022255807 0.24278476 0.0072197632 0.15706224 -0.75643925 -0.040042686 0.99732192 -0.99194049 -0.97934351 -0.99830591 -0.99186547 -0.97885908 -0.99836893 -0.82113745 -0.060686767 0.98081657 -0.70197237 -0.017830709 0.99870606 -0.51611649 -0.92709147 -0.99904071 0.94500816 -0.99140403 -0.97708243 -0.99844627 -1 -1 -0.70152946 -0.41620226 0.44210407 -0.46852326 0.49556468 -0.6572685 0.62928047 -0.62336767 0.62743125 -0.021601562 0.066588285 -0.11190186 0.15545371 0.97611743 0.49452861
